Purity	Accuracy	a	b
0.3286575	0.8092021913127002	[0.805, 0.813]	--------------------------------------------------------------------------------||------------------
0.32965952	0.8090452744873096	[0.805, 0.813]	--------------------------------------------------------------------------------||------------------
0.33066154	0.8080784419073442	[0.804, 0.812]	--------------------------------------------------------------------------------||------------------
0.33166355	0.8085831359369254	[0.805, 0.812]	--------------------------------------------------------------------------------||------------------
0.33266556	0.807868431729767	[0.804, 0.812]	--------------------------------------------------------------------------------||------------------
0.33366758	0.8081935802300665	[0.804, 0.812]	--------------------------------------------------------------------------------||------------------
0.3346696	0.8076925070907697	[0.804, 0.812]	--------------------------------------------------------------------------------||------------------
0.3356716	0.8077613078479369	[0.804, 0.812]	--------------------------------------------------------------------------------||------------------
0.33667362	0.8071764992870591	[0.803, 0.811]	--------------------------------------------------------------------------------||------------------
0.33767563	0.806415990240951	[0.802, 0.81]	--------------------------------------------------------------------------------||------------------
0.33867764	0.8064109437073668	[0.802, 0.81]	--------------------------------------------------------------------------------||------------------
0.33967966	0.8065460236403351	[0.803, 0.81]	--------------------------------------------------------------------------------||------------------
0.34068167	0.8054977173420257	[0.802, 0.809]	--------------------------------------------------------------------------------|-------------------
0.3416837	0.8000919062082674	[0.796, 0.804]	-------------------------------------------------------------------------------||-------------------
0.3426857	0.802631385984306	[0.799, 0.807]	-------------------------------------------------------------------------------||-------------------
0.3436877	0.8015611495522955	[0.798, 0.805]	-------------------------------------------------------------------------------||-------------------
0.34468973	0.8017193252973976	[0.798, 0.806]	-------------------------------------------------------------------------------||-------------------
0.34569174	0.8010198853008145	[0.797, 0.805]	-------------------------------------------------------------------------------||-------------------
0.34669375	0.8005837057325323	[0.797, 0.804]	-------------------------------------------------------------------------------||-------------------
0.34769577	0.79932449855762	[0.795, 0.803]	-------------------------------------------------------------------------------||-------------------
0.34869778	0.7992954984585153	[0.795, 0.803]	-------------------------------------------------------------------------------||-------------------
0.3496998	0.8009000819764771	[0.797, 0.805]	-------------------------------------------------------------------------------||-------------------
0.3507018	0.800450092664209	[0.796, 0.804]	-------------------------------------------------------------------------------||-------------------
0.35170382	0.7986948149601846	[0.795, 0.803]	-------------------------------------------------------------------------------||-------------------
0.35270584	0.7993811974642671	[0.795, 0.803]	-------------------------------------------------------------------------------||-------------------
0.35370785	0.7993898695478502	[0.795, 0.803]	-------------------------------------------------------------------------------||-------------------
0.35470986	0.7980909736195598	[0.794, 0.802]	-------------------------------------------------------------------------------||-------------------
0.35571188	0.7987063663398396	[0.795, 0.803]	-------------------------------------------------------------------------------||-------------------
0.3567139	0.7965147255431413	[0.792, 0.8]	-------------------------------------------------------------------------------||-------------------
0.3577159	0.7958372698011122	[0.792, 0.8]	-------------------------------------------------------------------------------||-------------------
0.35871792	0.7947097068046796	[0.791, 0.799]	-------------------------------------------------------------------------------|--------------------
0.35971993	0.7948775926078651	[0.791, 0.799]	-------------------------------------------------------------------------------|--------------------
0.36072195	0.7951390845306815	[0.791, 0.799]	-------------------------------------------------------------------------------|--------------------
0.36172396	0.794459487616682	[0.79, 0.798]	-------------------------------------------------------------------------------|--------------------
0.36272597	0.794298100364311	[0.79, 0.798]	-------------------------------------------------------------------------------|--------------------
0.363728	0.7931580648935935	[0.789, 0.797]	------------------------------------------------------------------------------||--------------------
0.36473	0.7944285754891375	[0.79, 0.798]	-------------------------------------------------------------------------------|--------------------
0.365732	0.7946260181703698	[0.791, 0.799]	-------------------------------------------------------------------------------|--------------------
0.36673403	0.7940052298811395	[0.79, 0.798]	-------------------------------------------------------------------------------|--------------------
0.36773604	0.7949105034453963	[0.791, 0.799]	-------------------------------------------------------------------------------|--------------------
0.36873806	0.7945525604036994	[0.79, 0.799]	-------------------------------------------------------------------------------|--------------------
