Purity	Accuracy	a	b
0.11503028	0.9765073390226451	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.115431085	0.9680205450440158	[0.958, 0.974]	-----------------------------------------------------------------------------------------------|*|--
0.11583189	0.9728678915235109	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.11623269	0.9721918973939431	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.1166335	0.9720909852452351	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.1170343	0.9727755307748622	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.117435105	0.9758444101384436	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.11783591	0.9726796646005593	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.11823671	0.9759256019581981	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.11863752	0.9714103616878811	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.11903832	0.9799704949989811	[0.972, 0.985]	-------------------------------------------------------------------------------------------------||-
0.119439125	0.9702291112416117	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.11983993	0.9744645311405922	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.12024073	0.9735756601278689	[0.965, 0.979]	------------------------------------------------------------------------------------------------||--
0.12064154	0.9725904005383665	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.12104234	0.9766325128329612	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.121443145	0.973430604210451	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.12184395	0.9766201868979234	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.12224475	0.9717080198445398	[0.962, 0.978]	------------------------------------------------------------------------------------------------||--
0.12264556	0.9717224756451859	[0.962, 0.978]	------------------------------------------------------------------------------------------------||--
0.12304636	0.9723107964100419	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.123447165	0.9774602461817321	[0.969, 0.983]	------------------------------------------------------------------------------------------------|*|-
0.12384797	0.9711207794021506	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.12424877	0.9702880601400838	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.12464958	0.9763882450792531	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.12505038	0.9784470245516355	[0.97, 0.984]	-------------------------------------------------------------------------------------------------||-
0.12545118	0.9701334704784694	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.12585197	0.9775460420484421	[0.969, 0.983]	------------------------------------------------------------------------------------------------|*|-
0.12625277	0.974105030095779	[0.965, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.12665357	0.972238787809554	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.12705436	0.9759132123028091	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.12745516	0.9764269899072153	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.12785596	0.9733405854142905	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.12825675	0.9736786345630584	[0.965, 0.979]	------------------------------------------------------------------------------------------------||--
0.12865755	0.9758417489615072	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.12905835	0.9734234681620315	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.12945914	0.9727649158313785	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.12985994	0.9748326865650871	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.13026074	0.9731759613843616	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.13066153	0.9718965301105804	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.13106233	0.9774814144846644	[0.969, 0.983]	------------------------------------------------------------------------------------------------|*|-
0.13146313	0.9750807379340778	[0.966, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.13186392	0.9734273758244567	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.13226472	0.9736613939532912	[0.965, 0.979]	------------------------------------------------------------------------------------------------||--
0.13266551	0.9731015510159102	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.13306631	0.9768441708282686	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.13346711	0.9700555948079173	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.1338679	0.9708453581961325	[0.961, 0.977]	------------------------------------------------------------------------------------------------||--
0.1342687	0.9708406009200599	[0.961, 0.977]	------------------------------------------------------------------------------------------------||--
0.1346695	0.9777906746063949	[0.969, 0.983]	------------------------------------------------------------------------------------------------|*|-
0.1350703	0.9703149816263135	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.13547109	0.9735697515114523	[0.965, 0.979]	------------------------------------------------------------------------------------------------||--
0.13587189	0.9726048976972614	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.13627268	0.9730598406088495	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.13667348	0.9720005021481668	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.13707428	0.9727969511229302	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.13747507	0.9698487445863162	[0.96, 0.976]	------------------------------------------------------------------------------------------------||--
0.13787587	0.9735763613482491	[0.965, 0.979]	------------------------------------------------------------------------------------------------||--
0.13827667	0.9718471595430018	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.13867746	0.973516579283596	[0.965, 0.979]	------------------------------------------------------------------------------------------------||--
0.13907826	0.9775960100489509	[0.969, 0.983]	------------------------------------------------------------------------------------------------|*|-
0.13947906	0.9731225093669087	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.13987985	0.97503553038748	[0.966, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.14028065	0.9747780717642787	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.14068145	0.9705821522446609	[0.961, 0.977]	------------------------------------------------------------------------------------------------||--
0.14108224	0.9742107784604108	[0.965, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.14148304	0.973013864516646	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.14188384	0.9701253338177718	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.14228463	0.9700146850151901	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.14268543	0.9747095412808832	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.14308622	0.9688095725243411	[0.959, 0.975]	-----------------------------------------------------------------------------------------------|*|--
0.14348702	0.9699104787619616	[0.96, 0.976]	------------------------------------------------------------------------------------------------||--
0.14388782	0.9751098447190021	[0.966, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.14428861	0.9713491588547336	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.14468941	0.9752090105820521	[0.966, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.14509021	0.9702539774192707	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.145491	0.9720995557179246	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.1458918	0.9753258551738244	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.1462926	0.9743010029019694	[0.965, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.1466934	0.970090752367933	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.14709419	0.9698609277399852	[0.96, 0.976]	------------------------------------------------------------------------------------------------||--
0.14749499	0.9717439121798053	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.14789578	0.9715062961578509	[0.962, 0.978]	------------------------------------------------------------------------------------------------||--
0.14829658	0.9765376909974559	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.14869738	0.9705393374419635	[0.961, 0.977]	------------------------------------------------------------------------------------------------||--
0.14909817	0.9702649858266661	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.14949897	0.9691759825166839	[0.96, 0.976]	------------------------------------------------------------------------------------------------||--
0.14989977	0.969880390591479	[0.96, 0.976]	------------------------------------------------------------------------------------------------||--
0.15030056	0.9708626100709625	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.15070136	0.9703502047547796	[0.961, 0.977]	------------------------------------------------------------------------------------------------||--
0.15110216	0.9722517157487287	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.15150295	0.9732128412568799	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.15190375	0.975016253493487	[0.966, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.15230455	0.9787488529870467	[0.97, 0.984]	-------------------------------------------------------------------------------------------------||-
0.15270534	0.9752510795941316	[0.966, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.15310614	0.9762124215038153	[0.968, 0.982]	------------------------------------------------------------------------------------------------|*|-
0.15350693	0.9712592115393519	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.15390773	0.9781807770193409	[0.97, 0.983]	-------------------------------------------------------------------------------------------------||-
0.15430853	0.9722188412466597	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.15470932	0.9731829922518471	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.15511012	0.9750743953944365	[0.966, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.15551092	0.969509442434261	[0.96, 0.976]	------------------------------------------------------------------------------------------------||--
0.15591171	0.9727178800891445	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.15631251	0.9729879159661903	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.1567133	0.973172206871457	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.1571141	0.9689701466224172	[0.959, 0.975]	-----------------------------------------------------------------------------------------------|*|--
0.1575149	0.9739536979347649	[0.965, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.1579157	0.9733890295422822	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.1583165	0.9747814535715837	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.15871729	0.9710104952531917	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.15911809	0.9745900670315397	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.15951888	0.974551133927769	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.15991968	0.9689254452181799	[0.959, 0.975]	-----------------------------------------------------------------------------------------------|*|--
0.16032048	0.97001997388025	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.16072127	0.9745476055177231	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.16112207	0.9752468776985632	[0.966, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.16152287	0.9735032524860541	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.16192366	0.9754490076095987	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.16232446	0.9711936073807566	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.16272525	0.9714226360960716	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.16312605	0.9742774268503778	[0.965, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.16352685	0.9722087221542022	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.16392764	0.974039559595256	[0.965, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.16432844	0.9701514018562829	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
0.16472924	0.9725205999048079	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.16513003	0.9752865678958852	[0.967, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.16553083	0.9720432949334499	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.16593163	0.9691493624593739	[0.96, 0.975]	------------------------------------------------------------------------------------------------||--
0.16633242	0.9720743009848682	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.16673322	0.9723674806692046	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.16713402	0.9751273753596243	[0.966, 0.981]	------------------------------------------------------------------------------------------------|*|-
0.16753481	0.9738011592987714	[0.965, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.16793561	0.9718619870968654	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.1683364	0.9746405418078428	[0.966, 0.98]	------------------------------------------------------------------------------------------------|*|-
0.1687372	0.971037769566504	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.169138	0.971900143255294	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.1695388	0.9721110648933207	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.16993959	0.9719845953034709	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.17034039	0.9700764476761239	[0.961, 0.976]	------------------------------------------------------------------------------------------------||--
